Id,x_resampled
153,-26.610600433059478
154,-1906.8110461676183
155,-115.12373352502276
156,-68.35470304490617
157,-24.83648284916227
158,-25.609434346629396
159,-291.23726783974746
160,-24.200250888250658
161,-15.781593559057104
162,259.03535678724205
163,-12.451264575347823
164,-23.55052797278472
165,-175102.05901064392
166,-1419.7225757606402
167,-4386.771528260733
168,-26.685374320136923
169,-1903.627644164221
170,-115.11268322410893
171,-68.32542340517826
172,-24.766732957072335
173,-25.5766975110687
174,-291.7483424370586
175,-24.149656584611325
176,-15.743711032616142
177,260.34625588610726
178,-12.389928928249688
179,-20.558874044663824
180,-175102.0980016502
181,-1419.7540549692128
182,-4388.28988806543
183,-26.359288823471424
184,-1903.839935418121
185,-115.11295697559112
186,-68.33411730583029
187,-24.7651988559105
188,-25.599290801054185
189,-292.096907631293
190,-24.184532210945232
191,-15.761964492597958
192,260.63344568534694
193,-12.42766202158555
194,-22.531496101474023
195,-175102.05409696556
196,-1419.7474944431997
197,-4385.393023672827
198,-23.411902246520476
199,-1905.9578635921143
200,-115.1477863718793
201,-68.34983051538562
202,-24.804610219186078
203,-25.616051976828295
204,-290.365512273774
205,-24.179272343717287
206,-15.748593743976832
207,259.2244830331012
208,-12.469718567460172
209,-23.0843555878209
210,-175102.08757710565
211,-1419.7508723729968
212,-4387.471549363346
213,-26.58763611537778
214,-1906.3767064027447
215,-115.10077647788763
216,-68.36517971198286
217,-24.823138646768246
218,-25.626337525230426
219,-291.2471299094547
220,-24.17707980142686
221,-15.806989868973487
222,259.06025224827664
223,-12.419333869817756
224,-23.63414921776243
225,-175102.06800912906
226,-1419.7535963720522
227,-4386.7217225379345
228,-26.737154148173943
229,-1906.1140964648268
230,-115.12846519571
231,-68.3696810121971
232,-24.82098991477557
233,-12.43402403586256
234,-290.491719873012
235,-24.140230280572865
236,-15.758900244692237
237,257.4594117010769
238,-12.428686511989994
239,-23.306804109114793
240,-175102.10493411354
241,-1419.7556066891013
242,-4388.2404285182165
243,-26.40313128297953
244,-1906.5976727507057
245,-115.1264724478192
246,-68.33410146863189
247,-24.761541129466444
248,-25.61206200298728
249,-292.13038547895553
250,-24.198048356299854
251,-15.78626454792303
252,259.82573793493486
253,-12.424566576847912
254,-22.29785780604697
255,-175102.08887088805
256,-1419.7114365384268
257,-4387.5705070193935
258,-26.56610304616699
259,-1906.704110814586
260,-115.13987017180567
261,-68.35788760867862
262,-24.775822517533737
263,-25.6121170777534
264,-290.88224113000126
265,-24.182461825893242
266,-15.774550125106014
267,257.87838977327465
268,-12.459921410919161
269,-22.310614794752496
270,-175102.0840108803
271,-1419.746977383122
272,-4387.412512716701
273,-26.52031813329196
274,-1907.0563867468563
275,-115.12422443201267
276,-68.34411545139409
277,-24.790481604953964
278,-25.642237046521462
279,-292.03464400151245
280,-24.190583613007888
281,-15.792774147342191
282,257.02172020242597
283,-12.39602750790251
284,-23.026590276347775
285,-175102.08458438673
286,-1419.744007784765
287,-4387.494154482719
288,-26.575202996955184
289,-1906.5821989361127
290,-115.14972943427534
291,-68.34275726382627
292,-24.787191007992774
293,-25.593690249815044
294,-291.6155272820188
295,-24.17190331681335
296,-15.74412990957434
297,259.6657780933588
298,-12.418901297178527
299,-22.35607031674386
300,-175102.09571260706
301,-1419.7571973956592
302,-4387.820501452396
303,-26.42239946022052
304,-1906.1873864916413
305,-115.12509146157866
306,-68.34836661796618
307,-24.777092895416303
308,-25.611809372433687
309,-292.104546026752
310,-24.16758254647333
311,-15.774610820598754
312,257.3061064134298
313,-12.437802203863525
314,-21.75280848158801
315,-175102.04105092876
316,-1419.7389008954399
317,-4385.587725063213
318,-26.806303764609655
319,-1906.4248003647128
320,-115.14294356179116
321,-68.36719239037177
322,-24.797802327882813
323,-25.606230262734666
324,-291.7440752717042
325,-24.1877271997849
326,-15.80540856173559
327,259.14650757044797
328,-12.455521188500839
329,-23.358436817897594
330,-175102.0852840242
331,-1419.7549693025076
332,-4387.440568666702
333,-26.54194296696795
334,-1907.1559555753338
335,-115.09865255147676
336,-68.34398541338209
337,-24.800715247104883
338,-25.63831255633189
339,-291.6228847848459
340,-24.19608792549624
341,-15.775743715160136
342,257.4185613093706
343,-12.435099085559377
344,-23.377700944276146
345,-175102.09776249912
346,-1419.746991568377
347,-4384.0132207295255
348,-27.377115539214017
349,-1906.0936123580527
350,-115.12559904190783
351,-68.33059019845655
352,-24.79513291324963
353,-25.615086970375717
354,-292.1276524763485
355,-24.1749420126244
356,-15.748076715417376
357,257.39083003001895
358,-12.438521720183195
359,-22.02750514580559
360,-175102.05768367433
361,-1419.7181196030049
362,-4383.206433597528
363,-23.93745398785445
364,-1905.97749230329
365,-115.16578654968352
366,-68.33705789333835
367,-24.794555329646336
368,-25.592967122155365
369,-292.43714656736546
370,-24.176852401648723
371,-15.769879442106204
372,259.5719888467706
373,-12.402405704361131
374,-23.242315955052305
375,-175102.0456141848
376,-1419.753689603704
377,-4385.871593919467
378,-26.701159477834057
379,-1905.9442624086248
380,-115.14184379363135
381,-68.33536827729999
382,-24.76841104737323
383,-25.613622121702047
384,-291.9189567815397
385,-24.174638876172523
386,-15.774280266184588
387,257.85609743491443
388,-12.463242883840001
389,-23.054120845329376
390,-175102.05196973187
391,-1419.698520294444
392,-4386.499195786894
393,-26.78861056328835
394,-1902.7941893266416
395,-115.11386245631489
396,-68.33758520520526
397,-24.737245719561614
398,-25.59477656083699
399,-291.7014410363506
400,-24.174585548573905
401,-15.728722896718097
402,260.1827324456995
403,-12.402303607957114
404,-21.43348875764394
405,-175102.0996309565
406,-1419.7578032301199
407,-4387.991251694633
408,-26.451632929240475
409,-1906.8856780050428
410,-115.15012499034545
411,-68.34821256043769
412,-24.79974853152604
413,-25.61754746419177
414,-291.70278807499113
415,-24.17245736007734
416,-15.783027635322318
417,257.6478047388791
418,-12.441524991601016
419,-22.639855706172295
420,-175102.06332838748
421,-1419.7450825843023
422,-4386.644681232086
423,-26.7483860100166
424,-1906.3222285583831
425,-115.14229398625876
426,-68.34623168158761
427,-24.83158661035768
428,-25.620631516671693
429,-290.7075733872588
430,-24.1649230479333
431,-15.817252142214382
432,258.29472051499334
433,-12.434673975909243
434,-22.919710402582645
435,-175102.01513871373
436,-1419.7246058655585
437,-4384.596833777633
438,-27.207440124888976
439,-1906.1455003570486
440,-115.13246500009964
441,-68.34686808240824
442,-24.767064941873308
443,-25.607846346365402
444,-289.16651834664015
445,-24.146923015613886
446,-15.755459355939323
447,259.1617819550535
448,-12.431059758377376
449,-22.124551716092906
450,-175102.05493129164
451,-1419.7351610388005
452,-4386.46946660962
453,-26.678181886181108
454,-1904.941112847587
455,-115.11284113020838
456,-68.34682941856929
457,-24.779945177349386
458,-25.57140268375584
459,-291.86199574532765
460,-24.190347562210764
461,-15.745667471092736
462,259.7682474285715
463,-12.422895370583616
464,-22.776505413976427
465,-175102.0809642183
466,-1419.737468311898
467,-4383.952160548375
468,-27.314826079280603
469,-1906.650858125439
470,-115.10488130640128
471,-68.35075845138155
472,-24.787278961062096
473,-25.620223597479956
474,-292.59058802528807
475,-24.185486731602758
476,-15.81590668157025
477,257.80698939549865
478,-12.413825051310663
479,-23.725414446159284
480,-175102.08649975437
481,-1419.7449001447033
482,-4384.023329734431
483,-27.40377347269347
484,-1905.8464279464604
485,-115.15552217657564
486,-68.34541930067928
487,-24.766344382149413
488,-25.60062484148729
489,-291.5165626403525
490,-24.187584464811838
491,-15.749437436549362
492,257.6652873547267
493,-12.423800919768642
494,-23.449165319105862
495,-175101.9901038763
496,-1419.7039585172897
497,-4383.639025119416
498,-27.34058311537835
499,-1906.45892800096
500,-115.12771916299853
501,-68.34818906709187
502,-24.796626721766174
503,-25.589536489834448
504,-289.77991601957575
505,-24.150563027852144
506,-15.781096326539151
507,259.0126562947803
508,-12.428900950753775
509,-22.864046679227133
510,-175102.09644689976
511,-1419.7479469487946
512,-4388.024522830241
513,-26.443804284116762
514,-1905.7774785613385
515,-115.151364290227
516,-68.33801023828916
517,-24.775186140063607
518,-25.599858851013547
519,-291.9179355971959
520,-24.18273475473164
521,-15.746546505190402
522,259.0537760038459
523,-12.391782160539696
524,-22.46435397957426
525,-175102.06595711302
526,-1419.7304814652668
527,-4386.627184716893
528,-26.70428154103461
529,-1906.8127820617674
530,-115.1390053187964
531,-68.33417231602454
532,-24.773094928598063
533,-25.63372841790057
534,-291.8778134368431
535,-24.172636501452793
536,-15.778626246252802
537,258.9765732206173
538,-12.421458088581048
539,-22.140194510661654
540,-175102.09094572137
541,-1419.7522849436843
542,-4387.766837100014
543,-26.495588575895155
544,-1906.0088499897045
545,-115.12713590686296
546,-68.33052003452515
547,-24.79369582108475
548,-25.60868710697307
549,-291.7459367892013
550,-24.180727242802316
551,-15.78040864721212
552,259.0751396223234
553,-12.423058005359344
554,-22.82278442495413
555,-175102.0058810024
556,-1419.716953339904
557,-4384.191455536362
558,-27.273864368143382
559,-1906.7131655079354
560,-115.13353965389707
561,-68.36297125186269
562,-24.82425498747345
563,-25.612316304538204
564,-289.20674464016435
565,-24.147042583981015
566,-15.793189327779395
567,257.7193155275619
568,-12.39919124855087
569,-22.756338996192515
570,-175102.09865754048
571,-1419.750250417191
572,-4388.223247952611
573,-26.376457788690427
574,-1904.765769268908
575,-115.12736840295409
576,-68.32755115446096
577,-24.73977365104611
578,-25.587761894104602
579,-292.16569880600514
580,-24.167221666537554
581,-15.759298925171139
582,260.300347579417
583,-12.389674332031632
584,-20.347236787644437
585,-175102.0969410782
586,-1419.7565761453675
587,-4387.880597073158
588,-26.483446643755496
589,-1906.9584823054631
590,-115.11559896952335
591,-68.3327440185511
592,-24.76166458648747
593,-25.606599296135137
594,-291.5191433023816
595,-24.187552208050334
596,-15.77236233598049
597,258.7845083390616
598,-12.463802890218654
599,-23.347536322378073
600,-175102.10366708264
601,-1419.7563174622373
602,-4388.226206448752
603,-26.410093241102473
604,-1906.5604643811882
605,-115.13485851803999
606,-68.33465034412883
607,-24.762607683095275
608,-25.61819839074917
609,-291.7992657160346
610,-24.165293243037247
611,-15.773217719129237
612,257.7785635374766
613,-12.396907709526081
614,-21.778494736833444
615,-175102.02007411266
616,-1419.7181111745508
617,-4383.87516166748
618,-27.383038884886375
619,-1906.4360002229587
620,-115.14875288454407
621,-68.34876119335706
622,-24.760321583520067
623,-25.556604594647347
624,-289.65354288346026
625,-24.166456917903243
626,-15.755847283220957
627,259.20280001498577
628,-12.415692717423784
629,-23.4144072646281
630,-175102.00372905747
631,-1419.7492470428456
632,-4384.225622512714
633,-26.971993036866394
634,-1906.7100727355476
635,-115.13548115910775
636,-68.35419087606027
637,-24.777866302003865
638,-25.634839691406725
639,-291.504030389912
640,-24.19343795560955
641,-15.81671686268599
642,257.9401644143363
643,-12.461924787969952
644,-23.318065272637185
645,-175102.1039555229
646,-1419.7575346198018
647,-4388.361705531902
648,-26.37287921665514
649,-1905.5149539251927
650,-115.13626537833181
651,-68.34362137192088
652,-24.77869791618524
653,-25.57298984199423
654,-291.93204270993755
655,-24.17367539237228
656,-15.744324988968012
657,259.27931273838374
658,-12.415522127793535
659,-20.390252286600873
660,-175102.09713627456
661,-1419.7500902232446
662,-4388.032525081277
663,-26.45197789256673
664,-1905.6005082117697
665,-115.11749063586916
666,-68.36425989926123
667,-24.780110680502876
668,-25.616360529058156
669,-291.85977707676494
670,-24.17400104106875
671,-15.789342957845836
672,258.9278467756266
673,-12.405550012270096
674,-22.277967698555802
675,-175102.03484141344
676,-1419.728914667396
677,-4383.932404286888
678,-27.300320826130218
679,-1906.125833643611
680,-115.11377694723045
681,-68.34663877341674
682,-24.77939520404493
683,-25.58503727309996
684,-290.6679114597605
685,-24.171957630698877
686,-15.788678329060382
687,258.90963823813723
688,-12.431936071666037
689,-21.9271044207528
690,-175102.0509515003
691,-1419.7209780643423
692,-4386.138783688521
693,-26.73931770352849
694,-1906.650214917331
695,-115.11512892074758
696,-68.35092495205939
697,-24.84206220219475
698,-25.6280412380335
699,-292.3940237718469
700,-24.215928475132134
701,-15.773002238492104
702,258.5503989271088
703,-12.41291628994333
704,-23.546151447644046
705,-175102.0437988391
706,-1419.7531580685927
707,-4385.68417975408
708,-27.001705445652927
709,-1906.0813795363954
710,-115.12874127323006
711,-68.34644800057784
712,-24.784788950984566
713,-25.589850002471806
714,-288.8421559876715
715,-24.15355161761794
716,-15.759255477988587
717,258.09246208221793
718,-12.455820980341729
719,-22.57487730759983
720,-175102.10424170643
721,-1419.7552782147438
722,-4388.263858393451
723,-26.380285430933284
724,-1905.060635535288
725,-115.12288630212156
726,-68.33912996160792
727,-24.726351260706657
728,-25.586066645939468
729,-292.0509520647732
730,-24.15205130852536
731,-15.75082056201048
732,260.4426252379498
733,-12.423146166206909
734,-21.567973476772014
735,-175102.08559393566
736,-1419.7534832349866
737,-4387.544431266506
738,-26.500594131763233
739,-1905.2430123528468
740,-115.12528646629931
741,-68.3400218311039
742,-24.78290852726679
743,-25.585566788537776
744,-291.86699205781036
745,-24.16589089383633
746,-15.76071994533653
747,260.1747407704643
748,-12.481724990727521
749,-21.97998768803514
750,-175102.07546151243
751,-1419.7021585431585
752,-4387.209350475464
753,-26.56765824334128
754,-1906.3230950412828
755,-115.1017227777931
756,-68.3564577988885
757,-24.80315972453674
758,-25.616687881744962
759,-291.49350053499813
760,-24.193841733710013
761,-15.78899489681166
762,259.1287674966755
763,-12.455792835033147
764,-22.564332627772355
765,-175102.09885504292
766,-1419.7558750965222
767,-4387.921122171298
768,-26.434069560119177
769,-1906.608209147311
770,-115.11004048922243
771,-68.36150647408775
772,-24.798015598882653
773,-25.638500611730766
774,-292.0296202027939
775,-24.19802190353733
776,-15.799051179207604
777,258.2816190116366
778,-12.423045606524566
779,-22.999747356224137
780,-175102.09880443139
781,-1419.755229922809
782,-4388.04906226367
783,-26.42161020553612
784,-1905.2912939728662
785,-115.12120874795748
786,-68.32931216555545
787,-24.759623198591413
788,-25.581245929543492
789,-291.8709654919411
790,-24.173065344392803
791,-15.734237496385166
792,259.8452959150423
793,-12.4282120060803
794,-19.78153685685677
795,-175102.0981616664
796,-1419.737679606848
797,-4387.873134249005
798,-26.494142468892004
799,-1906.9141064147007
800,-115.12030345858999
801,-68.34588432880298
802,-24.802092697276233
803,-25.636730277366702
804,-291.3499885324878
805,-24.193625091277116
806,-15.818568241136989
807,257.61776220647226
808,-12.45452521374733
809,-23.579729336451628
810,-175102.0668273806
811,-1419.7411852645714
812,-4386.702952548086
813,-26.554161394989045
814,-1906.1713243256556
815,-115.1493012600125
816,-68.34914223437794
817,-24.797103571881767
818,-25.610228365492638
819,-292.8160451391931
820,-24.195257417246573
821,-15.757108493689941
822,257.21294612988106
823,-12.405592191396487
824,-21.752808715401205
825,-175102.10060277427
826,-1419.757298252905
827,-4388.068616336785
828,-26.423624373103817
829,-1907.0860031960588
830,-115.14542168965981
831,-68.34921019973152
832,-24.759979941891338
833,-25.61435680307779
834,-291.931130229756
835,-24.190018121070366
836,-15.780544567946956
837,258.6468031050504
838,-12.445616060261216
839,-23.410350593209287
840,-175102.0994533913
841,-1419.7441316553268
842,-4384.017894063201
843,-27.39559194501795
844,-1906.1340235114417
845,-115.15488033581214
846,-68.3411781432915
847,-24.796608339346903
848,-25.604711001234847
849,-292.23590393123243
850,-24.183879937254773
851,-15.76276233595629
852,258.857782158635
853,-12.418689552782906
854,-23.488193461825503
855,-175102.10213216432
856,-1419.7566123966737
857,-4388.134666328493
858,-26.433277878998105
859,-1906.8171890291762
860,-115.14969163619064
861,-68.33137033057258
862,-24.798527300853973
863,-25.621808050571392
864,-291.80217998395324
865,-24.17350212410567
866,-15.764674567678503
867,258.103906506397
868,-12.43550722003647
869,-22.45056467602119
870,-175102.06217640315
871,-1418.234650803031
872,-4386.64644676193
873,-26.781565623391728
874,-1905.8924880922405
875,-115.14745231472685
876,-68.3307231546496
877,-24.754316236184348
878,-25.57303430020222
879,-291.2339682965042
880,-24.16228922107976
881,-15.728433100967846
882,259.1691211147637
883,-12.391486898772444
884,-21.91717452110652
885,-175102.02702566076
886,-1419.739124033878
887,-4384.992891538157
888,-27.18457330163448
889,-1906.875277341523
890,-115.14782988780055
891,-68.34484721735829
892,-24.837710051307823
893,-25.6185571999311
894,-288.3111086223322
895,-24.163869930590625
896,-15.8206706063042
897,257.54346068757286
898,-12.407580189370407
899,-23.084984890886545
900,-175102.06767474578
901,-1416.2638532603612
902,-4386.780780731371
903,-26.7231459474957
904,-1905.6493766539727
905,-115.14028778523684
906,-68.30698719582766
907,-24.75834901176454
908,-25.538586151846307
909,-291.206388049894
910,-24.17769517161164
911,-15.727852742259886
912,259.9403096931578
913,-12.439423226613762
914,-22.913421778596955
915,-175102.0895436505
916,-1419.753707973289
917,-4386.933495326916
918,-23.03461172096
919,-1905.1931723078785
920,-115.12553319341406
921,-68.31047100222439
922,-24.763186924625924
923,-25.57866091843934
924,-291.7148375473456
925,-24.19595314215772
926,-15.781905051422317
927,259.1047017107091
928,-12.458281523758306
929,-22.284281806835367
930,-175102.08140908938
931,-1419.7337891550662
932,-4387.448542825255
933,-26.52828471177188
934,-1905.9686150203731
935,-115.137344572119
936,-68.33365936107033
937,-24.742900269648256
938,-25.55720868300288
939,-292.3578132326221
940,-24.144410790869443
941,-15.758566295571246
942,259.41480450003775
943,-12.354845257209705
944,-19.630002121953616
945,-175102.06916890663
946,-1419.742929646515
947,-4386.816026053524
948,-26.70555666375386
949,-1906.9156053182735
950,-115.09864600463627
951,-68.36428041050458
952,-24.797050200383385
953,-25.632563832989668
954,-291.1035612445782
955,-24.168288944635243
956,-15.808093599498191
957,258.171301587976
958,-12.415827570390183
959,-23.45733813057975
960,-175102.10113878024
961,-1419.756735201632
962,-4387.937144786316
963,-26.459221900816228
964,-1907.103737780549
965,-115.12090661213621
966,-68.34059089979174
967,-24.798337033735603
968,-25.63021067444053
969,-291.71001024474475
970,-24.196009593906055
971,-15.764400502971661
972,258.2883350100596
973,-12.437601823542401
974,-22.9247562271571
975,-175102.07052594263
976,-1419.7179688535498
977,-4386.962539963956
978,-26.64754444932513
979,-1904.8627256855093
980,-115.12496826435809
981,-68.319411431827
982,-24.79547772744199
983,-25.59474570553733
984,-292.2550419608439
985,-24.152595952085537
986,-15.734237562260985
987,259.7667215155121
988,-12.37812229936311
989,-20.328776894279986
990,-175102.10525921456
991,-1419.760361288002
992,-4387.533941105677
993,-22.88845786050395
994,-1905.0142279880104
995,-115.14225069755607
996,-68.31349185725882
997,-24.779690195099764
998,-25.61649568360569
999,-291.9427425893191
1000,-24.150963039149996
1001,-15.762942439371871
1002,259.4598774426763
1003,-12.46910158589484
1004,-21.05939205651147
1005,-175102.05870559718
1006,-1419.7262742103303
1007,-4386.318549906516
1008,-26.804517818334308
1009,-1907.0414059908428
1010,-115.12643799288868
1011,-68.33764429012834
1012,-24.753506044058245
1013,-25.606260253192094
1014,-291.32086464669993
1015,-24.176689892092995
1016,-15.780537393500607
1017,258.2284608510585
1018,-12.40305208167405
1019,-22.03762028697205
1020,-175102.10425695407
1021,-1419.75679142941
1022,-4388.509027045783
1023,-26.341978713159758
1024,-1903.901322032336
1025,-115.14374730047605
1026,-68.34512780883928
1027,-24.76841344561322
1028,-25.575674648871036
1029,-291.88794443367254
1030,-24.15263776955366
1031,-15.747008121918759
1032,259.58746709526474
1033,-12.388027902405312
1034,-22.70356694242411
1035,-175102.00070501608
1036,-1419.718412167185
1037,-4383.971327877904
1038,-27.2959720311435
1039,-1906.595281205718
1040,-115.12061809943869
1041,-68.34967985586907
1042,-13.384679486198843
1043,-25.61353220222935
1044,-289.1043065949504
1045,-24.210166571374945
1046,-15.73862313903303
1047,257.6874405803827
1048,-12.452239053075184
1049,-22.237438424038412
1050,-175102.03668269224
1051,-1419.7140028966567
1052,-4385.570101471812
1053,-26.794235510853344
1054,-1905.9398825172534
1055,-115.16012318976722
1056,-68.34287304035131
1057,-24.762621853228307
1058,-25.603623153020376
1059,-292.75424467198286
1060,-24.203107508987614
1061,-15.745142975218954
1062,258.78424042087937
1063,-12.421086129728733
1064,-22.408396299791328
1065,-175102.07747452182
1066,-1419.7399128612105
1067,-4387.117457458118
1068,-26.66244643340618
1069,-1905.8740324772077
1070,-115.14283535867646
1071,-68.33323976681906
1072,-24.800580261297426
1073,-25.605938390873796
1074,-291.19999393392567
1075,-24.161213289165556
1076,-15.78917363921405
1077,258.9954359961243
1078,-12.403420996618145
1079,-22.335213181645475
1080,-175102.08408009016
1081,-1419.7294809577936
1082,-4384.264153670428
1083,-27.369938890156227
1084,-1903.8332046625544
1085,-115.14846866946979
1086,-68.3075381219107
1087,-24.784677738731705
1088,-25.575103649332853
1089,-291.8629460684207
1090,-24.150840824674066
1091,-15.760974448854927
1092,260.5186307765547
1093,-12.390187948263817
1094,-22.855157271150247
1095,-175102.08935232245
1096,-1419.7571937496052
1097,-4387.435447638861
1098,-26.532788335790855
1099,-1907.0717729688238
1100,-115.1275161739258
1101,-68.34657346800289
1102,-24.743221908453034
1103,-25.591598689713386
1104,-291.81017984911904
1105,-24.195930207598774
1106,-15.750749449665953
1107,260.13067016242087
1108,-12.510782545092072
1109,-22.231498713113723
1110,-175102.09379935003
1111,-1419.7576485681557
1112,-4387.672577703501
1113,-26.458463867218896
1114,-1907.324467008782
1115,-115.13282047798774
1116,-68.34962607556223
1117,-24.78243453495997
1118,-25.632893166294576
1119,-292.11122298311176
1120,-24.167711477046588
1121,-15.746292384485049
1122,258.02895469256543
1123,-12.467111885672546
1124,-22.308517489387594
1125,-175102.0993085215
1126,-1419.7470015735812
1127,-4384.1924486475355
1128,-27.330305494842715
1129,-1904.5449185747557
1130,-115.16281146871735
1131,-68.32942087365514
1132,-24.743712652465323
1133,-13.347854280732145
1134,-292.3630720208217
1135,-24.16240170777158
1136,-15.736797933920752
1137,258.5481162667832
1138,-12.429571586398865
1139,-22.006490502167576
1140,-175102.071847459
1141,-1419.739148631072
1142,-4386.895115381273
1143,-26.69178729293083
1144,-1905.8166777060728
1145,-115.11001395096847
1146,-68.33517626232508
1147,-24.76644738916748
1148,-25.56457926237534
1149,-291.20806348469773
1150,-24.154287815783604
1151,-15.735353305311826
1152,260.110297417792
1153,-12.41105281774261
1154,-22.290117302351295
1155,-175102.10024064468
1156,-1419.7540361141018
1157,-4388.025181051837
1158,-26.426025881316068
1159,-1906.5441400754544
1160,-115.15014069093147
1161,-68.3322359030611
1162,-24.776464072065775
1163,-25.61339240681432
1164,-292.06230485923606
1165,-24.16688480235641
1166,-15.778214638530828
1167,259.40705917410645
1168,-12.431697434966999
1169,-22.281611940724304
1170,-175102.05165749227
1171,-1419.7488263131447
1172,-4386.079992858544
1173,-26.721072912872422
1174,-1906.9868650373064
1175,-115.11372791944893
1176,-68.3435913524135
1177,-24.797648731989682
1178,-25.6339978666149
1179,-291.7209570015115
1180,-24.179676027826293
1181,-15.789135621867633
1182,258.5704677832107
1183,-12.460305845690739
1184,-22.86248219169182
1185,-175102.0939844184
1186,-1419.7506721296784
1187,-4387.792583168963
1188,-26.44488272200063
1189,-1906.5134375237064
1190,-115.1366854365922
1191,-68.33833995618647
1192,-24.77354383971952
1193,-25.618208350068368
1194,-292.2302634816449
1195,-24.17650951057917
1196,-15.780880294600745
1197,258.4077505482647
1198,-12.410600147695101
1199,-22.798345931903253
1200,-175102.10411071652
1201,-1419.755352067908
1202,-4388.287417197143
1203,-26.386476165321078
1204,-1905.9119073864263
1205,-115.15448512497402
1206,-68.34180576027366
1207,-24.773097946710323
1208,-25.572126829374984
1209,-291.9846808103508
1210,-24.151416549751044
1211,-15.726856719022518
1212,259.38865716007626
1213,-12.416969189190054
1214,-21.05234314444345
1215,-175102.02428263077
1216,-1419.7254679281707
1217,-4384.882277029417
1218,-27.185660424684308
1219,-1906.9142854593294
1220,-115.14762441344782
1221,-68.3630463418486
1222,-24.821373071361545
1223,-25.586101364561625
1224,-288.9503015099893
1225,-24.153148115886072
1226,-15.811985646415831
1227,257.3194636132709
1228,-12.389420902571233
1229,-23.22581102821938
1230,-175102.05152810516
1231,-1419.7334751214366
1232,-4386.088015404078
1233,-26.87847409738549
1234,-1907.0234441293208
1235,-115.13793931211598
1236,-68.34485511584127
1237,-24.821506156241355
1238,-25.62788364068729
1239,-290.5746627007177
1240,-24.187655076823017
1241,-15.808198739455356
1242,258.4737344868093
1243,-12.419190690905625
1244,-23.812842048724125
1245,-175102.098511851
